state,latitude,longitude,quarter,temperature_2m_meanmean,temperature_2m_meansum,relative_humidity_2m_meanmean,relative_humidity_2m_meansum,wind_speed_10m_maxmax,temperature_2m_maxmax,relative_humidity_2m_maxmax,temperature_2m_minmin,relative_humidity_2m_minmin,precipitation_hours_sum,moderate_drizzle_sum,moderate_rain_sum,light_rain_sum,heavy_rain_sum,overcast_sum,partly_cloudy_sum,clear_sky_sum,light_drizzle_sum,mainly_clear_sum,heavy_drizzle_sum,light_snow_sum,heavy_snow_sum,moderate_snow_sum,year,D0_mean,D1_mean,D2_mean,D3_mean,D4_mean,D0_max,D1_max,D2_max,D3_max,D4_max,state_code,num_colonies,varroa_mites,other_pests_and_parasites,diseases,pesticides,other_or_unknown
Missouri,38.456085,-92.288368,3,24.85313904347826,2286.488792,75.76888054347826,6970.73701,22.915916,37.1915,100.0,12.5415,26.762056,328.0,11,17,8,4,17,8,3,18,4,2,0,0,0,2016,7.995384615384615,1.5515384615384618,0.0,0.0,0.0,20.54,4.32,0.0,0.0,0.0,MO,13500.0,13.3,7.7,1.0,0.1,3.1
Virginia,37.769337,-78.169968,3,26.59942494565217,2447.147095,66.41138882608696,6109.847772,23.18579,39.8535,100.0,16.6035,19.908068,255.0,11,7,8,0,35,5,1,17,3,5,0,0,0,2016,18.98076923076923,0.0592307692307692,0.0,0.0,0.0,84.72,0.77,0.0,0.0,0.0,VA,8000.0,39.1,24.1,1.1,2.3,5.3
Wisconsin,44.268543,-89.616508,3,20.913524842391304,1924.0442855,72.87927025,6704.892863,32.561596,32.539,99.69992,9.139,34.36663,345.0,9,14,11,1,33,3,2,13,3,3,0,0,0,2016,2.290769230769231,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,WI,71000.0,31.5,13.6,10.8,15.8,11.1
Utah,39.32098,-111.093735,3,16.657779251086957,1532.5156911,37.87163288043478,3484.190225,25.045238,30.872002,99.6646,-0.37800002,5.7366114,184.0,12,5,10,0,23,15,13,6,5,1,0,0,2,2016,61.33615384615385,7.436153846153847,0.8892307692307692,0.0,0.0,85.19,20.78,4.14,0.0,0.0,UT,27000.0,32.1,20.2,0.6,21.8,2.5
Arkansas,34.969704,-92.373123,3,27.12089679347826,2495.122505,74.02038821739131,6809.8757160000005,21.605999,37.536503,99.699005,13.7865,28.516478,304.0,9,12,11,0,27,8,3,15,4,3,0,0,0,2016,17.963076923076922,0.09,0.0,0.0,0.0,44.72,1.09,0.0,0.0,0.0,AR,32000.0,80.7,9.0,0.4,7.9,2.7
Connecticut,41.597782,-72.755371,3,22.866280423913043,2103.697799,70.94391895652174,6526.840544,25.49908,34.205997,100.0,7.506,24.867182,285.0,4,13,9,0,41,6,3,10,0,6,0,0,0,2016,100.0,88.51615384615386,18.89076923076923,0.0,0.0,100.0,100.0,68.74,0.0,0.0,CT,3100.0,18.8,1.6,0.0,0.2,5.0
Washington,47.400902,-121.490494,3,14.14007598369565,1300.8869905,79.86969029347826,7348.011507,19.164717,29.5735,100.0,3.8734999,23.617615,404.0,8,2,8,0,28,13,5,15,4,9,0,0,0,2016,100.0,5.9630769230769225,0.0,0.0,0.0,100.0,9.45,0.0,0.0,0.0,WA,57000.0,65.2,1.4,0.9,19.1,4.3
Colorado,39.059811,-105.311104,3,15.76278461956522,1450.176185,52.96854022826087,4873.105701,25.812277,28.091,99.67207,-0.008999996,8.488137,217.0,11,10,12,0,19,10,3,21,4,2,0,0,0,2016,22.314615384615387,0.9453846153846156,0.0,0.0,0.0,34.02,2.45,0.0,0.0,0.0,CO,33000.0,49.3,22.4,16.8,24.6,10.6
Montana,46.921925,-110.454353,3,13.583150042391305,1249.6498039,60.51139964130435,5567.048767,30.018473,29.387,100.0,-0.263,17.4052,366.0,12,5,18,0,16,5,2,19,6,6,2,0,1,2016,47.24538461538461,20.27076923076923,5.056923076923076,0.3653846153846153,0.0,57.44,27.5,9.82,0.68,0.0,MT,147000.0,41.9,8.8,7.0,6.9,6.1
Arizona,33.729759,-111.431221,3,26.53620935869565,2441.331261,39.19178686956522,3605.644392,19.08,38.199997,97.51683,9.200001,4.5894938,144.0,10,4,6,0,15,11,18,17,8,3,0,0,0,2016,99.38230769230768,62.910769230769226,4.96076923076923,0.0,0.0,99.95,72.32,8.73,0.0,0.0,AZ,30000.0,41.7,1.0,0.9,13.5,13.4
West Virginia,38.491226,-80.954456,3,23.217090239130435,2135.972302,80.08278910869565,7367.616598,19.35314,32.2665,100.0,10.616501,33.27495,424.0,8,15,16,0,18,5,2,17,5,6,0,0,0,2016,17.85076923076923,0.0,0.0,0.0,0.0,96.17,0.0,0.0,0.0,0.0,WV,7500.0,41.5,7.1,3.6,0.1,8.1
New Jersey,40.298904,-74.521011,3,24.12672431521739,2219.658637,70.63453626086957,6498.377336,26.200977,35.176003,99.69105,10.926,28.344393,260.0,3,12,13,1,39,5,2,14,1,2,0,0,0,2016,65.36769230769231,32.441538461538464,0.0,0.0,0.0,100.0,65.62,0.0,0.0,0.0,NJ,18000.0,20.2,7.1,1.2,8.5,1.3
New Mexico,34.840515,-106.248482,3,20.890557108695653,1921.931254,48.04591710869565,4420.224374,28.467329,34.162502,99.352554,5.5125,5.1045766,222.0,9,7,9,0,17,10,5,31,2,2,0,0,0,2016,77.01923076923077,17.314615384615387,0.0876923076923076,0.0,0.0,96.0,27.0,1.14,0.0,0.0,NM,6500.0,59.5,55.4,55.2,24.1,1.7
Hawaii,20.902977,-156.207483,3,26.40136245652174,2428.925346,76.81879522826087,7067.329161,41.41408,30.344501,95.5986,22.244501,54.030636,1125.0,23,3,1,0,1,4,0,54,2,4,0,0,0,2016,31.106923076923074,12.164615384615384,2.4569230769230765,0.15,0.0,55.49,21.36,5.63,1.23,0.0,HI,13500.0,67.8,75.3,0.1,0.8,0.0
California,36.116203,-119.681564,3,29.861957434782607,2747.300084,27.412132326086954,2521.916174,28.017622,44.2565,75.49937,13.606501,6.011367,0.0,0,0,0,0,4,4,71,0,13,0,0,0,0,2016,100.0,83.59,59.77,42.8,21.04,100.0,83.59,62.27,42.8,21.04,CA,740000.0,42.2,17.8,8.5,18.8,10.4
Wyoming,42.755966,-107.30249,3,16.551725279347828,1522.7587257,37.57782167391304,3457.159594,42.5044,30.8885,96.58782,-0.36150002,4.743953,90.0,4,0,2,0,35,15,6,18,8,3,1,0,0,2016,52.88153846153846,22.05923076923077,8.933846153846154,2.114615384615385,0.0,63.41,29.95,13.69,4.77,0.0,WY,32000.0,38.6,3.1,0.5,2.6,3.4
Idaho,44.068202,-114.742043,3,12.290307978260868,1130.708334,45.2169925,4159.96331,21.142147,26.1,100.0,-5.35,9.214819,168.0,5,0,6,0,28,9,12,14,9,2,3,1,3,2016,73.93461538461538,4.847692307692308,0.0092307692307692,0.0,0.0,93.86,15.35,0.02,0.0,0.0,ID,79000.0,25.3,4.7,4.5,7.6,6.0
Wyoming,42.755966,-107.30249,4,-2.1430214710869566,-197.15797534,60.61484146739131,5576.565415,47.786522,19.0385,98.1527,-33.9615,12.078708,135.0,2,0,1,0,47,8,4,6,8,0,7,1,8,2016,41.79538461538462,13.3,2.285384615384616,0.0,0.0,47.25,19.64,6.69,0.0,0.0,WY,25000.0,32.2,1.6,3.1,5.2,1.1
Michigan,44.182205,-84.506836,4,4.308357865619565,396.368923637,79.27726994565217,7293.508835,30.489683,23.813,100.0,-18.786999,41.75759,319.0,6,6,3,0,37,1,1,9,2,1,10,4,12,2016,0.84,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,MI,101000.0,23.9,1.5,0.1,2.7,4.0
Virginia,37.769337,-78.169968,4,10.887422582326089,1001.642877574,68.00562223913043,6256.517246,30.45566,30.2535,100.0,-7.0465,21.500557,181.0,2,4,10,0,43,7,10,7,6,3,0,0,0,2016,48.11923076923077,14.409230769230769,0.9592307692307692,0.1415384615384615,0.0,76.7,28.39,4.82,0.87,0.0,VA,7000.0,31.4,19.9,2.0,0.0,5.1
Missouri,38.456085,-92.288368,4,9.991794007717392,919.24504871,66.97694210869565,6161.878674,28.266306,30.3915,100.0,-14.8085,19.289919,178.0,5,3,3,0,40,6,7,12,4,5,5,0,2,2016,37.29461538461539,5.269230769230769,0.6230769230769231,0.0,0.0,89.51,11.04,4.76,0.0,0.0,MO,9000.0,16.1,12.6,0.2,0.0,1.5
New Jersey,40.298904,-74.521011,4,8.528853416304347,784.6545143,69.62119935869565,6405.150341,34.38895,28.325998,100.0,-8.774,20.186922,226.0,3,6,8,0,36,7,5,12,7,4,3,1,0,2016,81.33384615384615,63.94692307692307,30.50923076923077,0.0053846153846153,0.0,100.0,72.07,39.96,0.01,0.0,NJ,12000.0,28.6,11.3,0.4,1.9,8.6
California,36.116203,-119.681564,4,15.465014711956522,1422.7813535,56.96610935869565,5240.882061,22.473343,34.3065,99.67224,0.6065,8.781284,114.0,1,1,7,0,42,11,16,5,7,2,0,0,0,2016,89.72076923076922,75.53076923076924,60.618461538461546,42.53461538461538,20.73076923076923,100.0,83.59,62.27,42.8,21.04,CA,770000.0,41.9,13.7,8.0,9.1,9.6
Georgia,33.040619,-83.643074,4,15.757043628260869,1449.6480138,61.55287464130435,5662.864467,28.829233,30.794,100.0,-1.056,12.596297,147.0,2,5,5,1,45,8,11,7,7,1,0,0,0,2016,82.62923076923077,70.2823076923077,56.33615384615385,42.58615384615385,19.279230769230768,100.0,89.31,74.56,62.36,33.78,GA,96000.0,43.6,8.6,3.7,7.6,4.1
West Virginia,38.491226,-80.954456,4,9.21702095865587,847.96592819634,70.44520654347825,6480.959002,29.834423,26.6165,100.0,-10.783501,14.442059,308.0,2,2,13,1,38,7,6,11,2,4,4,0,2,2016,34.190000000000005,1.323846153846154,0.0,0.0,0.0,62.15,4.06,0.0,0.0,0.0,WV,7500.0,23.8,2.3,1.1,1.1,4.3
Florida,27.766279,-81.686783,4,21.50521057608696,1978.479373,72.9714907173913,6713.377146,40.321606,30.313,99.68839,7.463,17.997286,130.0,3,5,2,0,42,14,5,13,4,4,0,0,0,2016,36.940000000000005,14.585384615384616,3.87,0.8023076923076923,0.0,90.84,24.4,17.39,7.41,0.0,FL,255000.0,30.9,27.1,7.7,17.0,13.6
Vermont,44.045876,-72.710686,4,0.7026956955108695,64.648003987,80.259827,7383.904084,30.36403,23.206501,100.0,-24.943499,29.05817,444.0,4,4,6,0,25,3,3,9,0,3,17,7,11,2016,98.51461538461538,72.5476923076923,15.04076923076923,0.0,0.0,100.0,80.34,29.15,0.0,0.0,VT,6500.0,44.5,41.3,41.2,41.0,0.4
Indiana,39.849426,-86.258278,4,7.761041540108696,714.01582169,70.98884004347826,6530.973284,35.864742,27.435,100.0,-16.765001,29.628653,211.0,1,6,8,0,47,5,3,12,2,3,3,0,2,2016,28.947692307692307,8.00153846153846,0.6246153846153847,0.0,0.0,52.38,17.2,2.48,0.0,0.0,IN,7500.0,28.2,9.6,0.2,1.4,3.8
Maine,45.367584,-68.972168,4,2.2940734716847824,211.054759395,78.24895768478261,7198.904107,30.699368,23.083,100.0,-24.517,33.54178,375.0,5,2,5,0,33,2,5,11,1,2,13,9,4,2016,83.39692307692309,64.90923076923076,28.67,2.022307692307692,0.0,100.0,72.36,39.08,8.35,0.0,ME,3500.0,10.7,0.8,0.1,0.0,5.8
Texas,31.054487,-97.563461,4,16.902242650652173,1555.00632386,71.04740765217392,6536.361504,39.72743,31.794,99.68576,-5.306,24.936268,265.0,9,7,4,0,39,5,8,10,8,2,0,0,0,2016,27.53076923076923,9.492307692307692,2.947692307692308,0.15,0.0,40.45,16.32,7.91,1.09,0.0,TX,136000.0,33.1,17.5,3.2,3.6,2.8
Iowa,42.011539,-93.210526,4,5.8418542268913045,537.450588874,70.2546094673913,6463.424071,44.86299,27.282999,100.0,-27.017,30.502108,191.0,3,4,5,0,48,4,9,7,0,1,6,2,3,2016,10.472307692307693,0.0,0.0,0.0,0.0,15.65,0.0,0.0,0.0,0.0,IA,54000.0,18.7,9.8,8.9,9.0,11.4
Pennsylvania,40.590752,-77.209755,4,6.725402080108696,618.73699137,71.45436332608696,6573.801426,34.04808,27.0485,100.0,-13.4515,30.532946,244.0,4,6,4,0,45,4,3,8,4,1,5,4,4,2016,54.04692307692308,25.273846153846154,3.636153846153846,0.0053846153846153,0.0,62.16,34.34,5.59,0.01,0.0,PA,21000.0,18.7,2.6,1.0,2.8,4.9
Colorado,39.059811,-105.311104,4,0.4532281107608694,41.69698618999999,56.51615613043479,5199.486364,31.421213,20.591,100.0,-29.009,7.5739274,109.0,2,0,0,0,36,10,7,7,11,0,9,1,9,2016,77.61461538461539,25.178461538461537,1.3738461538461535,0.0,0.0,98.4,38.38,2.88,0.0,0.0,CO,30000.0,32.4,1.3,0.1,3.1,13.0
Mississippi,32.741646,-89.678696,4,16.332660590652175,1502.60477434,63.04344888043478,5799.997297,31.68818,32.995502,100.0,-3.0045,16.42305,194.0,3,7,6,2,46,4,10,7,7,0,0,0,0,2016,97.43769230769232,87.20076923076923,53.51,19.87384615384616,0.833076923076923,100.0,100.0,100.0,72.2,2.72,MS,17500.0,21.9,6.0,0.1,0.0,2.8
Kansas,38.5266,-96.726486,4,9.668715772717391,889.52185109,64.60782334782608,5943.919748,38.479603,29.2405,100.0,-16.8095,22.952686,129.0,2,3,5,1,42,11,7,10,6,0,3,0,2,2016,40.35153846153847,17.593846153846155,4.783076923076923,0.0,0.0,82.69,30.71,13.58,0.0,0.0,KS,5000.0,29.2,8.3,0.3,3.1,5.1
Kentucky,37.66814,-84.670067,4,10.286410071304347,946.34972656,68.94719527173913,6343.141965,31.222609,28.6805,100.0,-8.419499,22.901585,203.0,6,6,3,1,46,5,5,10,6,3,0,0,1,2016,88.12384615384615,59.855384615384615,32.88384615384616,3.7892307692307696,0.0,100.0,98.56,91.46,24.76,0.0,KY,7500.0,48.2,22.3,3.3,3.0,10.3
Minnesota,46.39241,-94.63623,4,1.6687302905434782,153.52318673,77.26116734782609,7108.027396,35.428463,21.869501,100.0,-34.6305,33.65866,250.0,1,2,3,0,44,2,4,7,2,1,18,1,7,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MN,113000.0,27.5,7.7,3.1,17.6,8.9
North Dakota,47.528912,-99.784012,4,0.4160562877499999,38.27717847299999,74.64523493478261,6867.361614,59.83477,23.569,98.96766,-32.031002,35.623203,216.0,5,1,5,0,46,3,1,5,4,0,13,4,5,2016,9.92153846153846,0.7476923076923077,0.0,0.0,0.0,29.35,2.79,0.0,0.0,0.0,ND,385000.0,23.5,7.9,1.5,0.4,2.6
Montana,46.921925,-110.454353,4,-1.2760436706521738,-117.3960177,67.34822055434783,6196.036291,36.386723,19.737,100.0,-31.713001,30.334398,287.0,3,1,1,0,38,8,2,4,1,2,21,1,10,2016,23.92384615384616,7.024615384615384,0.6892307692307693,0.0,0.0,43.4,24.24,5.22,0.0,0.0,MT,124000.0,59.1,39.4,32.9,13.7,33.3
Oklahoma,35.565342,-96.928917,4,13.281735342173912,1221.91965148,62.50257264130435,5750.236683,33.11413,31.409,100.0,-11.891,17.606297,104.0,8,1,3,1,50,6,9,6,6,0,2,0,0,2016,68.08307692307693,44.11769230769231,17.44923076923077,1.463846153846154,0.0,94.37,72.83,45.73,3.48,0.0,OK,3100.0,4.9,0.5,0.0,0.1,0.7
Tennessee,35.747845,-86.692345,4,12.89119110326087,1185.9895815,62.199220163043485,5722.328255,31.655441,30.9875,100.0,-5.9125,18.61167,216.0,4,8,3,1,44,6,7,11,6,1,1,0,0,2016,95.91846153846154,80.70076923076923,50.86538461538461,18.95,4.159230769230769,100.0,100.0,99.08,60.43,13.6,TN,9000.0,19.9,21.6,0.0,1.1,3.1
Ohio,40.388783,-82.764915,4,6.677624747282608,614.34147675,71.95269816304348,6619.648231,34.862427,25.874498,99.659225,-19.775501,40.3505,293.0,9,5,4,0,41,6,4,7,1,1,5,1,8,2016,27.06230769230769,1.063076923076923,0.0523076923076923,0.0,0.0,62.71,3.6,0.27,0.0,0.0,OH,19500.0,42.0,18.1,0.8,4.2,11.2
Nebraska,41.12537,-98.268082,4,6.731115071782609,619.262586604,61.36198341304348,5645.302474,59.549267,27.8065,99.67465,-19.6935,19.685955,135.0,3,2,2,0,48,6,12,4,3,3,5,1,3,2016,37.23538461538462,7.875384615384615,0.16,0.0,0.0,51.96,13.43,0.16,0.0,0.0,NE,37000.0,10.5,1.4,0.2,1.2,1.5
Louisiana,31.169546,-91.867805,4,18.1033644652174,1665.5095308,65.79072338043478,6052.746551,33.168877,32.085003,100.0,-1.2650001,19.137869,233.0,4,10,2,0,44,3,12,13,4,0,0,0,0,2016,90.7823076923077,60.02692307692308,21.696153846153848,3.551538461538461,0.0,100.0,99.63,73.33,20.79,0.0,LA,48000.0,2.9,1.0,1.0,0.1,1.2
Oregon,44.572021,-122.070938,4,2.6136774494434785,240.4583253488,87.00361068478261,8004.332183,24.912935,18.6,100.0,-16.3,34.45101,999.0,3,5,10,0,21,1,1,5,1,5,11,19,10,2016,53.62384615384615,27.678461538461537,3.9153846153846152,0.0,0.0,100.0,50.28,12.3,0.0,0.0,OR,98000.0,25.5,2.8,13.0,2.8,2.6
New Mexico,34.840515,-106.248482,4,7.284216483597826,670.147916491,53.63300980434782,4934.236902,39.399857,26.212502,99.65453,-8.4875,8.84173,134.0,2,2,4,0,41,11,14,3,6,2,1,1,5,2016,53.23692307692308,4.564615384615385,0.0,0.0,0.0,63.3,4.99,0.0,0.0,0.0,NM,7000.0,46.2,0.3,7.2,0.0,0.8
New York,42.165726,-74.948051,4,2.621842632717392,241.20952221,78.38849313043478,7211.741368,33.518684,24.241,100.0,-22.109,27.557512,408.0,3,3,5,0,26,4,2,6,2,7,16,7,11,2016,92.7953846153846,69.02384615384615,23.36,2.42,0.0,97.05,84.74,41.81,5.5,0.0,NY,48000.0,27.8,2.2,3.6,12.5,2.2
Arkansas,34.969704,-92.373123,4,13.944334654347823,1282.8787882,66.93623592391305,6158.133705,26.674032,31.1365,100.0,-8.013499,27.492838,195.0,8,7,4,0,39,8,9,5,7,5,0,0,0,2016,83.95769230769231,59.24,12.205384615384617,0.2507692307692307,0.0,100.0,91.89,64.3,1.64,0.0,AR,28000.0,21.1,4.8,0.0,1.3,3.3
Arizona,33.729759,-111.431221,4,13.555955740652172,1247.14792814,50.95471305434783,4687.833601,20.883104,31.15,99.640205,-5.8,7.1478863,197.0,5,5,2,0,34,9,18,3,10,3,0,1,2,2016,76.73692307692308,43.856923076923074,4.13,0.0,0.0,77.78,44.76,4.17,0.0,0.0,AZ,29000.0,98.8,15.5,2.3,6.5,4.3
Illinois,40.633125,-89.398529,4,7.4492668325,685.33254859,68.0578332826087,6261.320662,39.299404,28.428999,99.64059,-22.671001,32.795498,217.0,6,3,4,0,46,3,7,9,2,3,1,1,7,2016,23.68230769230769,0.8107692307692307,0.113076923076923,0.0,0.0,41.55,2.76,1.1,0.0,0.0,IL,9000.0,27.8,11.7,1.2,5.6,4.8
South Carolina,33.856892,-80.945007,4,14.459453442391306,1330.2697167,69.31949583695652,6377.393617,46.48463,28.727999,99.66815,-2.5219998,22.264877,167.0,4,2,5,1,40,9,13,9,8,1,0,0,0,2016,52.69461538461538,30.47230769230769,19.524615384615384,11.026153846153846,0.96,75.36,42.27,26.9,20.98,5.61,SC,12000.0,29.0,27.1,23.3,24.6,25.9
Massachusetts,42.407211,-71.382439,4,6.340221182369566,583.3003487780001,72.48059086956522,6668.21436,31.255795,25.738499,100.0,-15.3115,18.069473,291.0,5,3,11,0,38,6,3,11,3,3,2,4,3,2016,99.59153846153846,98.25461538461538,73.1376923076923,38.89923076923077,0.0,100.0,98.43,89.96,52.23,0.0,MA,8000.0,6.1,2.6,0.4,0.4,4.2
Wisconsin,44.268543,-89.616508,4,3.7423286040217394,344.29423157,76.30248104347825,7019.828256,34.44167,24.239,100.0,-25.511,40.943718,254.0,4,6,3,1,46,5,1,10,0,1,8,1,6,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,59000.0,69.3,12.2,10.0,10.6,46.2
Connecticut,41.597782,-72.755371,4,6.988246326630434,642.91866205,72.38058146739131,6659.013495,32.750107,26.806,100.0,-11.294,23.045544,268.0,5,6,10,0,36,7,3,10,6,0,3,1,5,2016,100.0,100.0,80.06923076923077,23.56,0.0,100.0,100.0,88.92,44.5,0.0,CT,3100.0,14.7,6.6,1.1,1.0,5.8
South Dakota,44.299782,-99.438828,4,3.319674546521739,305.41005828,68.6354487826087,6314.461288,55.94034,29.274,99.64582,-34.626,21.836096,173.0,4,1,1,0,52,1,9,5,3,1,8,1,6,2016,62.47461538461538,28.74923076923077,3.5069230769230773,0.0,0.0,72.71,31.81,9.14,0.0,0.0,SD,146000.0,48.9,5.3,0.3,6.0,1.0
Washington,47.400902,-121.490494,4,3.222707483152174,296.48908845,88.98870939130434,8186.961264,25.277023,17.3235,100.0,-15.276499,40.45998,1063.0,12,8,15,0,10,1,0,8,1,4,6,9,18,2016,14.62230769230769,0.8053846153846153,0.0,0.0,0.0,97.64,5.21,0.0,0.0,0.0,WA,65000.0,21.4,4.6,3.7,9.1,4.5
Alabama,32.806671,-86.79113,4,16.66772893478261,1533.431062,58.981802010869565,5426.325785,31.667723,31.3495,100.0,-1.0505,12.120372,162.0,2,3,4,3,45,7,15,6,4,3,0,0,0,2016,98.78307692307692,93.69307692307692,77.21538461538461,51.82230769230769,17.903846153846153,100.0,100.0,100.0,96.52,35.39,AL,7000.0,12.3,9.9,0.2,2.4,6.7
Maryland,39.045753,-76.641273,4,9.99167747195652,919.23432742,68.78314485869565,6328.049327,37.39324,27.265501,100.0,-8.2345,25.869879,192.0,7,2,10,0,37,11,6,11,3,3,1,0,1,2016,44.58692307692308,18.68076923076923,0.0,0.0,0.0,70.75,42.7,0.0,0.0,0.0,MD,7500.0,23.8,8.3,4.5,4.6,5.8
Utah,39.32098,-111.093735,4,-0.5991729248369566,-55.12390908500001,61.92078859782608,5696.712551,27.169865,18.922,98.951805,-24.477999,17.201725,291.0,3,0,2,0,33,7,8,6,3,3,10,6,11,2016,64.75692307692307,14.136153846153848,2.240769230769231,0.0,0.0,75.32,14.21,2.45,0.0,0.0,UT,30000.0,26.4,0.1,0.2,0.9,0.7
North Carolina,35.630066,-79.806419,4,12.13434074304348,1116.35934836,68.96058016304347,6344.373375,34.428497,29.2155,100.0,-4.1844997,23.900076,173.0,3,6,5,1,40,4,12,8,11,2,0,0,0,2016,40.48384615384615,26.62230769230769,12.453076923076924,5.749230769230769,0.9861538461538462,62.05,33.33,18.04,12.75,4.46,NC,25000.0,24.0,7.7,1.8,0.0,12.5
Idaho,44.068202,-114.742043,4,-4.958989962195652,-456.227076522,75.56876172826087,6952.326079,21.817902,13.55,100.0,-28.4,18.750174,585.0,1,0,2,0,25,2,4,3,1,0,13,12,29,2016,25.25846153846154,1.643076923076923,0.0,0.0,0.0,93.86,8.89,0.0,0.0,0.0,ID,121000.0,31.9,0.8,4.8,0.2,4.2
Hawaii,20.902977,-156.207483,4,24.52489034782609,2256.289912,77.16340390217391,7099.033159,48.31248,29.344501,96.34517,19.844501,52.032997,1006.0,36,4,3,0,6,5,0,29,5,4,0,0,0,2016,22.087692307692308,3.486923076923077,1.103846153846154,0.0923076923076923,0.0,31.6,8.35,1.69,0.4,0.0,HI,13500.0,39.9,40.8,0.0,0.1,0.2
Missouri,38.456085,-92.288368,1,6.501847091444445,585.16623823,67.24899794444444,6052.409815,33.518684,28.324001,100.0,-14.476,16.43795,288.0,7,5,7,1,40,1,0,19,2,3,2,0,3,2017,92.20692307692308,47.04,2.166923076923077,0.0,0.0,99.69,79.17,8.47,0.0,0.0,MO,7000.0,16.6,15.4,0.5,2.7,5.4
Kentucky,37.66814,-84.670067,1,7.168495501000001,645.16459509,69.53095686666667,6257.786118,34.139313,25.565,100.0,-13.285001,10.155016,423.0,9,11,9,0,33,1,1,16,0,3,3,0,4,2017,5.414615384615384,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,KY,6500.0,31.9,11.5,0.4,3.8,16.0
Michigan,44.182205,-84.506836,1,-2.185680660977778,-196.711259488,73.99099974444445,6659.189977,40.68,16.530499,100.0,-19.969501,17.858099,512.0,3,0,5,0,30,1,1,7,0,3,20,5,15,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MI,29000.0,7.9,0.3,0.0,1.9,3.9
New Mexico,34.840515,-106.248482,1,4.569004614777778,411.21041533,52.55583438888889,4730.025095,47.668404,23.474998,100.0,-17.025002,5.437953,172.0,3,0,0,0,40,11,9,11,1,0,5,2,8,2017,26.214615384615385,3.6184615384615375,0.0,0.0,0.0,55.59,6.72,0.0,0.0,0.0,NM,5500.0,93.9,0.0,87.4,0.0,2.0
Virginia,37.769337,-78.169968,1,7.759342904777778,698.34086143,62.35972863333333,5612.375577,34.94968,25.6405,100.0,-15.0095,19.575142,245.0,4,5,11,0,44,1,2,13,3,3,2,2,0,2017,58.09615384615385,16.762307692307694,1.1638461538461538,0.0,0.0,80.54,40.95,4.97,0.0,0.0,VA,8000.0,21.4,12.8,2.8,3.2,8.4
Idaho,44.068202,-114.742043,1,-6.235226872888889,-561.17041856,71.967462,6477.07158,27.155552,8.496,99.63858,-24.704,13.604452,997.0,0,0,0,0,17,2,2,0,1,0,13,24,31,2017,1.8292307692307688,0.0246153846153846,0.0,0.0,0.0,10.02,0.04,0.0,0.0,0.0,ID,95000.0,74.2,42.3,42.3,21.2,1.7
Florida,27.766279,-81.686783,1,19.48523606666667,1753.671246,67.57380081111111,6081.642073,38.67278,32.6435,100.0,3.2935,15.537512,169.0,5,8,2,0,38,3,7,23,3,1,0,0,0,2017,70.63307692307693,18.29,1.2953846153846154,0.0,0.0,91.22,51.88,11.5,0.0,0.0,FL,260000.0,37.6,14.8,1.5,14.2,17.9
Oklahoma,35.565342,-96.928917,1,10.215986392222222,919.4387753,62.03802314444445,5583.422083,35.728977,31.413,99.99999,-13.487,15.639893,163.0,4,4,5,0,45,5,8,11,4,3,0,0,1,2017,93.12384615384616,77.88461538461539,37.70153846153846,3.339230769230769,0.0,97.19,87.61,58.35,5.66,0.0,OK,26000.0,11.9,1.0,0.0,0.1,0.5
Connecticut,41.597782,-72.755371,1,0.8882546025555556,79.94291423,68.19967634444444,6137.970871,35.457714,19.0455,100.0,-20.1045,8.051778,349.0,6,5,5,0,35,3,2,13,2,1,5,4,9,2017,100.0,98.19076923076923,71.65461538461538,24.30923076923077,0.0,100.0,100.0,82.57,40.97,0.0,CT,3100.0,51.5,1.5,0.0,0.0,6.1
Colorado,39.059811,-105.311104,1,-2.568463071633333,-231.161676447,58.26856481111111,5244.170833,44.25511,17.5345,100.0,-24.2155,10.852228,264.0,0,0,0,0,36,8,4,8,3,0,15,4,12,2017,54.14846153846155,36.05153846153846,2.073846153846154,0.0615384615384615,0.0,68.12,41.82,5.14,0.2,0.0,CO,9500.0,17.0,0.0,0.0,0.9,2.6
Alabama,32.806671,-86.79113,1,13.188240562222225,1186.9416506,72.38285973333333,6514.457376,32.353966,28.48,100.0,-7.37,23.54837,333.0,5,8,9,5,33,2,3,14,4,5,2,0,0,2017,69.80615384615385,52.69230769230769,30.524615384615384,7.6146153846153855,0.0,90.64,68.13,48.58,23.32,0.0,AL,7000.0,19.9,9.8,0.2,3.2,9.3
South Carolina,33.856892,-80.945007,1,12.867314995555557,1158.0583496,65.99018392222222,5939.116553,31.682047,29.015001,100.0,-6.235,17.732887,225.0,5,7,7,3,34,6,6,13,6,1,0,0,2,2017,54.08153846153846,27.17692307692308,13.09769230769231,2.435384615384616,0.0,95.57,37.62,19.83,4.16,0.0,SC,17000.0,12.6,5.3,0.4,1.1,2.7
